,Abaddon,Alchemist,Ancient Apparition,Anti-Mage,Arc Warden,Axe,Bane,Batrider,Beastmaster,Bloodseeker,Bounty Hunter,Brewmaster,Bristleback,Broodmother,Centaur Warrunner,Chaos Knight,Chen,Clinkz,Clockwerk,Crystal Maiden,Dark Seer,Dark Willow,Dazzle,Death Prophet,Disruptor,Doom,Dragon Knight,Drow Ranger,Earth Spirit,Earthshaker,Elder Titan,Ember Spirit,Enchantress,Enigma,Faceless Void,Grimstroke,Gyrocopter,Huskar,Invoker,Io,Jakiro,Juggernaut,Keeper of the Light,Kunkka,Legion Commander,Leshrac,Lich,Lifestealer,Lina,Lion,Lone Druid,Luna,Lycan,Magnus,Mars,Medusa,Meepo,Mirana,Monkey King,Morphling,Naga Siren,Nature's Prophet,Necrophos,Night Stalker,Nyx Assassin,Ogre Magi,Omniknight,Oracle,Outworld Devourer,Pangolier,Phantom Assassin,Phantom Lancer,Phoenix,Puck,Pudge,Pugna,Queen of Pain,Razor,Riki,Rubick,Sand King,Shadow Demon,Shadow Fiend,Shadow Shaman,Silencer,Skywrath Mage,Slardar,Slark,Snapfire,Sniper,Spectre,Spirit Breaker,Storm Spirit,Sven,Techies,Templar Assassin,Terrorblade,Tidehunter,Timbersaw,Tinker,Tiny,Treant Protector,Troll Warlord,Tusk,Underlord,Undying,Ursa,Vengeful Spirit,Venomancer,Viper,Visage,Void Spirit,Warlock,Weaver,Windranger,Winter Wyvern,Witch Doctor,Wraith King,Zeus
Viper,46.3956,44.5523,45.7331,45.3722,46.2234,47.573,46.4801,53.3056,45.2284,45.4299,45.1388,46.2764,50.3388,44.843,47.7567,44.7724,50.1519,43.9528,45.3496,44.8467,44.114,47.3415,46.6337,49.6749,47.5693,50.6904,47.9223,46.0884,51.3047,50.4792,46.0631,52.0552,52.0255,46.7236,47.2789,51.241,52.3173,54.3512,47.8932,53.2575,44.8101,45.0078,46.9959,49.3736,45.8459,55.2957,46.39,46.3922,51.4625,49.3959,45.5921,46.3565,46.5991,51.365,49.3129,44.8,47.9006,44.9034,50.9848,47.1767,43.8721,50.121,47.8417,45.5767,47.0349,43.2643,48.9714,51.6782,51.4503,48.5968,46.8572,45.6648,46.865,51.0787,45.1323,48.6371,50.2458,48.7732,44.4951,50.4964,48.1511,49.8952,47.9191,47.5642,46.8773,47.0132,45.9252,48.5643,48.6714,44.6081,47.8239,47.6418,51.3122,47.6273,47.0153,54.4427,47.0622,46.3695,50.8547,51.0229,54.0743,47.2132,45.6578,48.4921,44.8147,44.9827,44.8521,45.5244,48.554,0.0,47.0499,48.5798,45.7783,46.242,45.0469,49.2347,46.0112,40.9899,44.8387
Visage,52.0383,47.7874,52.2429,51.8455,55.4739,48.8298,54.6554,58.2844,49.2906,46.4416,50.3286,51.5625,49.0182,48.3526,52.7248,49.4054,54.6045,49.4719,54.064,50.1033,46.3753,51.7031,50.9421,57.0239,51.9956,54.0074,50.3661,49.7608,57.0688,51.9492,52.2708,56.6178,53.9491,52.6759,51.3258,57.9636,55.6152,54.4958,55.0637,57.8672,47.96,55.0325,50.3096,53.0637,53.5701,60.0624,52.4058,53.5113,56.4417,55.6067,51.1762,50.2438,47.7539,56.2603,56.7018,47.9067,49.6646,51.9498,53.2877,57.5677,45.5563,57.2232,52.9171,52.9004,54.2123,50.045,53.1791,59.9509,61.136,53.2614,51.6072,49.716,51.3607,55.2099,54.0421,55.4322,53.3071,53.0771,49.0713,56.3327,50.9134,56.1117,54.9389,54.5392,53.4118,53.8537,53.0095,53.5275,55.1465,48.1136,48.9833,52.2049,57.0128,51.9412,54.254,57.3004,54.532,49.8601,54.1635,60.7722,59.0266,50.8736,50.3239,54.9438,46.8374,49.1177,50.7207,50.8098,50.2705,52.95,0.0,54.0847,48.1445,50.5381,50.4334,50.4938,52.6975,49.096,53.6679
Void Spirit,48.308,45.5844,49.8441,45.7371,53.0277,47.8074,47.1212,53.6856,46.1152,45.1879,47.5436,52.04,49.539,54.4579,49.465,49.458,50.8156,47.7626,47.9502,47.1196,47.9463,49.2104,48.597,51.5116,49.3779,51.6119,46.1807,50.2456,52.506,50.7738,50.0327,51.6435,54.5238,49.0866,49.4331,52.366,54.1116,48.6795,54.5153,54.7892,46.5887,50.7702,50.3753,52.0639,49.056,56.7631,49.3879,51.5325,52.9698,51.0621,44.0414,46.7605,47.1329,53.3497,52.436,48.6012,45.6123,48.1325,49.6106,53.5394,49.2204,54.0069,44.0949,44.7445,48.4894,45.1347,50.2989,52.7238,55.1556,52.6777,50.5622,52.3988,49.4425,52.004,50.2463,49.7196,48.8649,48.3456,45.706,52.9924,49.1839,53.3521,50.63,49.7861,48.6023,49.4945,48.6098,50.7801,51.2459,48.2843,45.663,49.8946,52.5195,49.4269,47.8296,49.5432,53.2706,48.9684,53.2505,53.2708,54.5007,48.4724,47.2178,51.8558,44.5247,49.2903,46.3764,47.2957,47.1366,51.4184,45.9232,0.0,47.2902,50.4307,49.8076,51.4189,50.1569,43.3335,46.7074
Warlock,49.0727,49.1995,50.4089,49.0441,55.1781,52.6246,49.8698,54.7101,48.5603,49.6035,48.2033,53.3689,50.6934,48.891,53.2053,54.6789,52.7027,49.7269,50.1621,49.4595,50.3743,50.8831,51.2078,54.7063,52.4163,54.6621,50.978,51.5427,55.3537,53.0517,52.0169,55.3829,57.0037,53.303,51.3154,55.3662,57.4955,50.8073,53.5755,57.7981,48.6357,51.7465,50.7369,54.4316,50.4218,58.8604,50.3133,52.3801,54.7613,53.8702,50.1174,50.2598,51.4561,56.4211,54.7632,50.703,54.0067,49.8644,52.5599,52.5489,51.6225,54.6757,49.3169,50.0269,52.1855,48.5922,52.9086,54.9068,57.5132,53.1352,51.4074,53.195,50.0051,55.96,53.1422,53.48,51.4202,51.1935,48.8094,54.8531,51.3451,54.4309,51.2994,54.2178,53.2323,52.6151,50.5757,50.4428,52.3494,49.3491,51.7905,52.9998,54.2681,52.7238,51.6388,54.1023,56.56,49.1902,55.5506,56.726,58.1015,50.8691,49.3291,53.6226,48.1231,51.0215,48.0899,50.2021,51.6924,54.2376,51.8682,52.7097,0.0,51.2629,50.991,54.5368,52.3808,47.5084,50.1742
Weaver,49.0823,46.4669,49.8095,47.0307,53.2453,47.6061,47.1849,56.3709,47.8518,45.0679,45.5776,52.9934,49.0324,49.4038,50.529,50.2401,53.0372,48.3802,46.6096,46.4488,48.5477,49.2589,49.6494,54.9619,48.7096,52.5399,47.1151,47.6979,53.0298,49.7125,50.0625,54.0724,55.8702,49.419,46.3033,53.695,53.373,51.6917,52.409,55.2594,47.9303,51.021,49.9286,52.3222,48.566,57.3854,50.0682,52.6311,53.3633,50.7841,48.1587,45.905,50.0575,53.9415,49.9687,47.8715,47.407,46.8229,51.8165,50.2768,47.5922,52.6909,46.5397,47.5684,48.0569,44.4307,52.4657,54.455,54.5316,52.2419,49.5397,50.6816,49.7733,51.7007,50.6936,51.2635,49.6731,52.4172,44.4952,51.0539,48.9088,53.36,49.6793,49.1838,49.1879,48.4135,48.6239,50.5091,52.1832,48.833,46.9228,49.9679,52.2426,51.5251,45.9631,51.9219,51.6418,48.9126,54.6207,54.3595,55.2231,50.1113,48.3543,52.014,45.3962,50.8605,48.4695,47.196,49.6436,53.7579,49.4618,49.5653,48.7292,0.0,50.2213,51.5831,50.1628,43.7217,44.8558
Windranger,50.5848,49.3619,51.0854,48.3325,51.1233,48.2678,47.4064,56.2557,47.3028,46.3098,48.9489,53.103,49.495,50.8279,48.7559,49.6958,53.1699,50.7694,46.1497,47.8323,50.3603,50.1145,50.1339,54.1798,50.7832,53.8891,48.2101,50.571,54.0989,51.6813,51.8755,53.1822,56.9284,50.9971,49.6921,54.7419,54.0448,55.1334,53.3766,57.0988,48.8981,52.8121,50.9937,52.7387,50.8108,58.6618,49.5925,54.1953,55.0071,52.1409,49.2744,47.5152,49.2662,55.3605,50.01,50.4669,50.9884,48.4376,54.8472,52.3649,49.2535,54.5423,47.4076,48.7726,50.4228,45.2631,52.9605,54.3727,56.1087,53.1383,51.6939,51.3504,49.4855,52.2171,50.1298,50.4518,48.8158,51.2442,47.3523,54.0867,50.0305,51.0622,52.7514,50.8256,51.4555,49.8407,51.7138,53.3065,52.9908,49.1256,45.2331,50.4466,53.0748,52.3335,50.6364,54.1096,53.4786,49.4771,55.0883,53.4684,57.1862,50.2006,51.9221,52.4057,48.177,51.0281,50.1102,48.6161,51.0825,54.9419,49.5765,50.1923,49.0089,49.7862,0.0,52.367,51.4121,44.2194,46.5037
Winter Wyvern,47.5191,45.7733,46.5102,44.0834,50.2264,46.3356,46.1899,53.5076,49.6466,45.699,45.9681,49.3631,48.6217,50.8642,48.9874,49.7326,52.7772,47.7675,45.5755,46.8206,45.8176,48.0811,48.539,51.3371,49.1919,50.753,46.0579,49.6104,51.6595,49.9461,49.0163,52.0687,53.2496,49.7977,49.5493,51.708,52.728,46.6689,50.762,55.6336,45.693,49.3429,48.9678,51.9321,51.4829,56.3463,47.6054,51.1569,52.0846,50.8083,48.9333,45.7363,51.8417,54.4872,51.3838,49.7292,56.6231,47.2429,50.2483,50.2609,49.2139,53.6384,44.1946,46.0185,48.3963,44.4966,48.8703,52.3485,52.8779,50.5735,47.6195,48.736,47.1367,51.3366,48.6709,47.5787,47.8541,47.704,45.217,51.8533,46.5025,51.4056,50.7128,49.9756,49.501,48.5543,48.3512,48.1068,49.3512,45.3032,44.6042,48.3839,51.1578,51.0822,48.8615,51.7602,52.3616,47.8063,48.8123,50.5381,54.7301,46.9098,48.7164,51.2569,45.3854,47.096,45.7896,46.9242,46.2361,50.7575,49.5249,48.581,45.4631,48.4244,47.6329,0.0,48.9939,44.4042,44.551
Witch Doctor,49.0162,48.3479,48.7926,47.9995,52.2226,50.418,48.6274,55.4486,47.1595,47.597,47.8003,51.281,49.3673,48.6274,52.6232,51.5412,51.76,48.1094,47.3483,48.7308,48.4614,49.1838,50.2824,53.5037,49.6928,54.7868,49.1529,49.5072,53.8777,51.5008,50.5114,53.4296,55.8754,50.6401,49.1234,53.6519,54.4514,53.0125,52.2893,57.0506,47.3813,50.2128,49.6021,53.0681,51.0345,57.3117,49.3709,51.8422,53.7153,52.0282,47.2947,48.0063,51.0604,54.5802,51.3916,49.478,50.0819,47.5115,52.0425,50.8727,50.3979,53.5423,47.792,47.196,49.9588,46.4471,51.4314,54.7773,55.3538,51.4885,49.4085,50.7361,48.6559,52.4702,50.4366,51.676,50.6732,50.9342,45.5593,53.5134,49.9616,52.8812,51.3633,51.8633,50.3756,49.6986,49.9881,50.62,51.3837,47.5355,48.4297,51.1165,53.3458,52.0264,48.7931,52.9622,52.8397,50.5604,53.5363,53.9577,56.3482,49.4585,48.9204,52.2032,48.3559,49.3994,46.789,48.584,49.64,53.987,47.2993,49.843,47.6191,49.8349,48.5878,51.006,0.0,45.0068,46.5638
Wraith King,54.0467,50.1629,54.94,50.7901,57.4619,55.1131,54.8531,58.8521,50.0453,54.1381,52.2026,55.8223,53.1566,53.0645,56.8787,55.1593,55.3483,54.3681,53.5842,51.8578,50.2272,54.2248,53.1545,58.1579,55.4798,60.1179,53.4842,56.6482,58.8582,56.1286,56.917,58.4668,61.0739,57.2258,57.3363,58.5632,59.4849,56.6711,55.684,60.2102,50.5054,55.9614,53.1253,57.3729,57.1246,62.5569,54.1505,56.0338,58.5164,57.3832,50.0351,53.8179,52.9839,60.4571,57.2181,55.726,51.3653,54.3589,55.1641,57.8967,51.7472,60.8112,51.8189,54.8843,55.0903,51.3616,55.6446,58.524,60.7445,55.6188,55.3732,52.1673,52.2167,59.5722,56.6899,55.7183,54.9623,55.3876,53.9769,57.1181,54.3827,56.8422,56.7701,57.0006,56.6699,57.195,53.7674,54.0798,55.8329,52.295,53.0935,56.4443,59.1581,57.6927,58.0918,57.9661,56.1208,52.2859,56.116,60.701,61.6746,53.0484,53.5583,56.4081,47.9575,51.747,53.9809,53.4534,53.2721,59.01,50.9039,56.6714,52.489,56.2782,55.7836,55.5962,54.998,0.0,53.6119
Zeus,51.1133,48.5224,52.7914,46.1896,55.2533,53.0681,50.7631,56.2196,48.838,52.1309,51.1131,52.8777,52.4725,47.4178,52.5515,52.3828,52.0224,51.7317,49.5796,50.8832,50.8063,53.3461,51.3377,55.7482,53.1144,56.3133,51.0529,55.6134,56.3799,55.5067,54.0173,55.6006,57.4555,54.2671,52.3972,56.5362,58.6684,51.6509,54.7653,56.8049,50.6558,51.9735,52.9285,55.2924,53.2495,61.5203,52.7465,51.4752,57.5726,54.9391,45.6449,52.5579,49.5062,57.8814,54.2314,53.1377,50.0134,51.878,56.692,57.0757,55.6161,58.1224,50.0665,50.2403,53.4889,48.482,54.4555,55.6983,60.8596,55.1405,52.454,56.8994,51.6719,56.9824,52.0635,54.5368,53.6408,53.9096,51.8413,57.2574,55.8647,56.1534,56.4594,54.0471,53.5506,52.5431,52.2826,54.3485,53.9597,52.6823,47.4553,53.8999,53.8258,54.1614,53.4055,51.8399,59.5979,52.6727,56.426,60.2187,59.396,52.2855,51.8467,54.0235,49.5977,51.3888,49.3716,51.2503,52.6272,55.1624,46.3429,53.2925,49.8257,55.141,53.4962,55.4489,53.4361,46.3859,0.0
